,SOURCE,SYMBOL,SERIES,ISIN_NUMBER
1679,NSE,IRFC,EQ,INE053F01010
1680,NSE,IRISDOREME,EQ,INE01GN01025
1681,NSE,JBMA,EQ,INE927D01051
1682,NSE,JBCHEPHARM,EQ,INE572A01036
1683,NSE,JAYSREETEA,EQ,INE364A01020
1684,NSE,JAYNECOIND,EQ,INE854B01010
1685,NSE,JAYKAY,EQ,INE903A01025
1686,NSE,JAYBARMARU,EQ,INE571B01036
1687,NSE,JAYAGROGN,EQ,INE785A01026
1688,NSE,JASH,EQ,INE039O01029
1689,NSE,JARO,EQ,INE00YJ01010
1690,NSE,JAMNAAUTO,EQ,INE039C01032
1691,NSE,JAIPURKURT,EQ,INE696V01013
1692,NSE,JAINREC,EQ,INE0YD401026
1693,NSE,JAICORPLTD,EQ,INE070D01027
1694,NSE,JAIBALAJI,EQ,INE091G01026
1695,NSE,IRIS,EQ,INE864K01010
1696,NSE,JAGSNPHARM,EQ,INE048B01035
1697,NSE,J&KBANK,EQ,INE168A01041
1698,NSE,IZMO,EQ,INE848A01014
1699,NSE,IXIGO,EQ,INE0HV901016
1700,NSE,IVP,EQ,INE043C01018
1701,NSE,IVC,EQ,INE050B01023
1702,NSE,IVALUE,EQ,INE056801025
1703,NSE,ITI,EQ,INE248A01017
1704,NSE,ITDC,EQ,INE353K01014
1705,NSE,ITCHOTELS,EQ,INE379A01028
1706,NSE,ITC,EQ,INE154A01025
1707,NSE,ISHANCH,EQ,INE561M01018
1708,NSE,ISGEC,EQ,INE858B01029
1709,NSE,ISFT,EQ,INE566K01011
1710,NSE,IRMENERGY,EQ,INE07U701015
1711,NSE,JAGRAN,EQ,INE199G01027
1712,NSE,INDOWIND,EQ,INE227G01018
1713,NSE,INDOUS,EQ,INE250Z01010
1714,NSE,INDOTHAI,EQ,INE337M01021
1715,NSE,IFGLEXPOR,EQ,INE133Y01011
1716,NSE,IFCI,EQ,INE039A01010
1717,NSE,IFBIND,EQ,INE559A01017
1718,NSE,IFBAGRO,EQ,INE076C01018
1719,NSE,IEX,EQ,INE022Q01020
1720,NSE,IDFCFIRSTB,EQ,INE092T01019
1721,NSE,IDEAFORGE,EQ,INE349Y01013
1722,NSE,IDEA,EQ,INE669E01016
1723,NSE,IDBI,EQ,INE008A01015
1724,NSE,ICRA,EQ,INE725G01011
1725,NSE,ICIL,EQ,INE483B01026
1726,NSE,ICICIPRULI,EQ,INE726G01019
1727,NSE,ICICIGI,EQ,INE765G01017
1728,NSE,ICICIBANK,EQ,INE090A01021
1729,NSE,IGARASHI,EQ,INE188B01013
1730,NSE,ICICIAMC,EQ,INE346A01027
1731,NSE,ICDSLTD,EQ,INE613B01010
1732,NSE,IBULLSLTD,EQ,INE126M01010
1733,NSE,HYUNDAI,EQ,INE0V6F01027
1734,NSE,HYBRIDFIN,BE,INE965B01022
1735,NSE,HUHTAMAKI,EQ,INE275B01026
1736,NSE,HUDCO,EQ,INE031A01017
1737,NSE,HUBTOWN,EQ,INE703H01016
1738,NSE,HTMEDIA,EQ,INE501G01024
1739,NSE,HSCL,EQ,INE019C01026
1740,NSE,HPL,EQ,INE495S01016
1741,NSE,HPIL,EQ,INE05X901010
1742,NSE,HPAL,EQ,INE0GSL01024
1743,NSE,HONDAPOWER,EQ,INE634A01018
1744,NSE,HONAUT,EQ,INE671A01010
1745,NSE,ICEMAKE,EQ,INE520Y01019
1746,NSE,IGCL,EQ,INE05J901018
1747,NSE,IGIL,EQ,INE0Q9301021
1748,NSE,IGL,EQ,INE203G01027
1749,NSE,INDOTECH,EQ,INE332H01014
1750,NSE,INDOSTAR,EQ,INE896L01010
1751,NSE,INDORAMA,EQ,INE156A01020
1752,NSE,INDOFARM,EQ,INE622H01018
1753,NSE,INDOCO,EQ,INE873D01024
1754,NSE,INDOBORAX,EQ,INE803D01021
1755,NSE,INDOAMIN,EQ,INE760F01028
1756,NSE,INDNIPPON,EQ,INE092B01025
1757,NSE,INDIQUBE,EQ,INE06ST01018
1758,NSE,INDIGOPNTS,EQ,INE09VQ01012
1759,NSE,INDIGO,EQ,INE646L01027
1760,NSE,INDIASHLTR,EQ,INE922K01024
1761,NSE,INDIANHUME,EQ,INE323C01030
1762,NSE,INDIANCARD,EQ,INE061A01014
1763,NSE,INDIANB,EQ,INE562A01011
1764,NSE,INDIAMART,EQ,INE933S01016
1765,NSE,INDIAGLYCO,EQ,INE560A01023
1766,NSE,IGPL,EQ,INE204A01010
1767,NSE,IIFL,EQ,INE530B01024
1768,NSE,IIFLCAPS,EQ,INE489L01022
1769,NSE,IITL,EQ,INE886A01014
1770,NSE,IKIO,EQ,INE0LOJ01019
1771,NSE,IKS,EQ,INE115Q01022
1772,NSE,JETFREIGHT,BE,INE982V01025
1773,NSE,IMAGICAA,EQ,INE172N01012
1774,NSE,IMPAL,EQ,INE547E01014
1775,NSE,INCREDIBLE,EQ,INE452L01012
1776,NSE,INDBANK,EQ,INE841B01017
1777,NSE,INDGN,EQ,INE065X01017
1778,NSE,INDHOTEL,EQ,INE053A01029
1779,NSE,INDIACEM,EQ,INE383A01012
1780,NSE,IMFA,EQ,INE919H01018
1781,NSE,JGCHEM,EQ,INE0MB501011
1782,NSE,JHS,EQ,INE544H01014
1783,NSE,JINDALPOLY,EQ,INE197D01010
1784,NSE,KOPRAN,EQ,INE082A01010
1785,NSE,KOLTEPATIL,EQ,INE094I01018
1786,NSE,KOKUYOCMLN,EQ,INE760A01029
1787,NSE,KOHINOOR,EQ,INE080B01012
1788,NSE,KNRCON,EQ,INE634I01029
1789,NSE,KNAGRI,EQ,INE0KNW01016
1790,NSE,KMSUGAR,EQ,INE157H01023
1791,NSE,KMEW,EQ,INE0CJD01029
1792,NSE,KKCL,EQ,INE401H01017
1793,NSE,KITEX,EQ,INE602G01020
1794,NSE,KIRLPNU,EQ,INE811A01020
1795,NSE,KIRLOSIND,EQ,INE250A01039
1796,NSE,KIRLOSENG,EQ,INE146L01010
1797,NSE,KIRLOSBROS,EQ,INE732A01036
1798,NSE,KOTAKBANK,EQ,INE237A01036
1799,NSE,KIRIINDUS,EQ,INE415I01015
1800,NSE,KINGFA,EQ,INE473D01015
1801,NSE,KIMS,EQ,INE967H01025
1802,NSE,KILITCH,EQ,INE729D01010
1803,NSE,KICL,EQ,INE029L01018
1804,NSE,KHANDSE,EQ,INE060B01014
1805,NSE,KHAITANLTD,EQ,INE731C01018
1806,NSE,KHAICHEM,EQ,INE745B01028
1807,NSE,KHADIM,EQ,INE834I01025
1808,NSE,KFINTECH,EQ,INE138Y01010
1809,NSE,KEYFINSERV,EQ,INE681C01015
1810,NSE,KESORAMIND,BE,INE087A01019
1811,NSE,KERNEX,EQ,INE202H01019
1812,NSE,KELLTONTEC,EQ,INE164B01030
1813,NSE,KEI,EQ,INE878B01027
1814,NSE,KIOCL,EQ,INE880L01014
1815,NSE,KOTARISUG,EQ,INE419A01022
1816,NSE,KOTHARIPET,EQ,INE720A01015
1817,NSE,KOTHARIPRO,EQ,INE823A01017
1818,NSE,LAL,EQ,INE740X01023
1819,NSE,EIFFL,EQ,INE546V01010
1820,NSE,LAGNAM,EQ,INE548Z01017
1821,NSE,KUANTUM,EQ,INE529I01021
1822,NSE,KTKBANK,EQ,INE614B01018
1823,NSE,KSR,BE,INE1SPP01016
1824,NSE,KSOLVES,EQ,INE0D6I01023
1825,NSE,KSL,EQ,INE907A01026
1826,NSE,KSHITIJPOL,EQ,INE013801027
1827,NSE,KSHINTL,EQ,INE987S01020
1828,NSE,KSCL,EQ,INE455I01029
1829,NSE,KSB,EQ,INE999A01023
1830,NSE,KRYSTAL,EQ,INE0QN801017
1831,NSE,KRSNAA,EQ,INE08LI01020
1832,NSE,KROSS,EQ,INE0O6601022
1833,NSE,KRONOX,EQ,INE0ATZ01017
1834,NSE,KRN,EQ,INE0Q3J01015
1835,NSE,KPEL,EQ,INE127T01021
1836,NSE,KPIGREEN,EQ,INE542W01025
1837,NSE,KPIL,EQ,INE220B01022
1838,NSE,KPITTECH,EQ,INE04I401011
1839,NSE,KPRMILL,EQ,INE930H01031
1840,NSE,KRBL,EQ,INE001B01026
1841,NSE,KEEPLEARN,EQ,INE055C01020
1842,NSE,KREBSBIO,EQ,INE268B01013
1843,NSE,KRISHANA,EQ,INE506W01012
1844,NSE,KRISHIVAL,EQ,INE0GGO01015
1845,NSE,KRISHNADEF,EQ,INE0J5601015
1846,NSE,KRITI,EQ,INE479D01038
1847,NSE,KRITIKA,EQ,INE00Z501029
1848,NSE,KRITINUT,EQ,INE798K01010
1849,NSE,KRIDHANINF,EQ,INE524L01026
1850,NSE,HONASA,EQ,INE0J5401028
1851,NSE,KECL,EQ,INE134B01017
1852,NSE,KDDL,EQ,INE291D01011
1853,NSE,JTEKTINDIA,EQ,INE643A01035
1854,NSE,JSWSTEEL,EQ,INE019A01038
1855,NSE,JSWINFRA,EQ,INE880J01026
1856,NSE,JSWHL,EQ,INE824G01012
1857,NSE,JSWENERGY,EQ,INE121E01018
1858,NSE,JSWCEMENT,EQ,INE718I01012
1859,NSE,JSLL,EQ,INE0J5801029
1860,NSE,JSL,EQ,INE220G01021
1861,NSE,JSFB,EQ,INE953L01027
1862,NSE,JPPOWER,EQ,INE351F01018
1863,NSE,JPOLYINVST,EQ,INE147P01019
1864,NSE,JOCIL,EQ,INE839G01010
1865,NSE,JNKINDIA,EQ,INE0OAF01028
1866,NSE,JMFINANCIL,EQ,INE780C01023
1867,NSE,JTLIND,EQ,INE391J01032
1868,NSE,JMA,EQ,INE412C01023
1869,NSE,JKTYRE,EQ,INE573A01042
1870,NSE,JKPAPER,EQ,INE789E01012
1871,NSE,JKLAKSHMI,EQ,INE786A01032
1872,NSE,JKIPL,EQ,INE1FF001016
1873,NSE,JKIL,EQ,INE576I01022
1874,NSE,JKCEMENT,EQ,INE823G01014
1875,NSE,JITFINFRA,EQ,INE863T01013
1876,NSE,JISLJALEQS,EQ,INE175A01038
1877,NSE,JISLDVREQS,EQ,IN9175A01010
1878,NSE,JIOFIN,EQ,INE758E01017
1879,NSE,JINDWORLD,EQ,INE247D01039
1880,NSE,JINDRILL,EQ,INE742C01031
1881,NSE,JINDALSTEL,EQ,INE749A01030
1882,NSE,JINDALSAW,EQ,INE324A01032
1883,NSE,JLHL,EQ,INE682M01012
1884,NSE,JUBLCPL,EQ,INE03CC01015
1885,NSE,JUBLFOOD,EQ,INE797F01020
1886,NSE,JUBLINGREA,EQ,INE0BY001018
1887,NSE,KCPSUGIND,EQ,INE790B01024
1888,NSE,KCP,EQ,INE805C01028
1889,NSE,KAYNES,EQ,INE918Z01012
1890,NSE,KAYA,EQ,INE587G01015
1891,NSE,KAVDEFENCE,EQ,INE641C01019
1892,NSE,KAUSHALYA,EQ,INE234I01028
1893,NSE,KARURVYSYA,EQ,INE036D01028
1894,NSE,KARMAENG,EQ,INE725L01011
1895,NSE,KAPSTON,EQ,INE542Z01028
1896,NSE,KANSAINER,EQ,INE531A01024
1897,NSE,KANPRPLA,EQ,INE694E01014
1898,NSE,KANORICHEM,EQ,INE138C01024
1899,NSE,KANANIIND,EQ,INE879E01037
1900,NSE,KAMOPAINTS,EQ,INE0BTI01037
1901,NSE,KAMDHENU,EQ,INE390H01020
1902,NSE,KAMATHOTEL,EQ,INE967C01018
1903,NSE,KALYANKJIL,EQ,INE303R01014
1904,NSE,JUBLPHARMA,EQ,INE700A01033
1905,NSE,JUNIPER,EQ,INE696F01016
1906,NSE,JUSTDIAL,EQ,INE599M01018
1907,NSE,JWL,EQ,INE209L01016
1908,NSE,JYOTHYLAB,EQ,INE668F01031
1909,NSE,JYOTICNC,EQ,INE980O01024
1910,NSE,KEC,EQ,INE389H01022
1911,NSE,JYOTISTRUC,EQ,INE197A01024
1912,NSE,KAJARIACER,EQ,INE217B01036
1913,NSE,KAKATCEM,EQ,INE437B01014
1914,NSE,KALAMANDIR,EQ,INE438K01021
1915,NSE,KALPATARU,EQ,INE227J01012
1916,NSE,KALYANI,BE,INE610E01010
1917,NSE,KALYANIFRG,EQ,INE314G01014
1918,NSE,KABRAEXTRU,EQ,INE900B01029
1919,NSE,HOMEFIRST,EQ,INE481N01025
1920,NSE,JINDALPHOT,EQ,INE796G01012
1921,NSE,HMVL,EQ,INE871K01015
1922,NSE,GANESHBE,EQ,INE388A01029
1923,NSE,GANECOS,EQ,INE845D01014
1924,NSE,GANDHITUBE,EQ,INE524B01027
1925,NSE,GANDHAR,EQ,INE717W01049
1926,NSE,GALLANTT,EQ,INE297H01019
1927,NSE,GALAXYSURF,EQ,INE600K01018
1928,NSE,GALAPREC,EQ,INE0RE001014
1929,NSE,GAIL,EQ,INE129A01019
1930,NSE,GAEL,EQ,INE036B01030
1931,NSE,GABRIEL,EQ,INE524A01029
1932,NSE,FUSION,EQ,INE139R01012
1933,NSE,FSL,EQ,INE684F01012
1934,NSE,FOSECOIND,EQ,INE519A01011
1935,NSE,FORTIS,EQ,INE061F01013
1936,NSE,GANESHCP,EQ,INE652V01016
1937,NSE,FORCEMOT,EQ,INE451A01017
1938,NSE,FOCUS,EQ,INE593W01028
1939,NSE,FMNL,EQ,INE360L01017
1940,NSE,FMGOETZE,EQ,INE529A01010
1941,NSE,FLUOROCHEM,EQ,INE09N301011
1942,NSE,FLEXITUFF,EQ,INE060J01017
1943,NSE,FLAIR,EQ,INE00Y201027
1944,NSE,FIVESTAR,EQ,INE128S01021
1945,NSE,FISCHER,EQ,INE771F01041
1946,NSE,FIRSTCRY,EQ,INE02RE01045
1947,NSE,FINPIPE,EQ,INE183A01024
1948,NSE,FINOPB,EQ,INE02NC01014
1949,NSE,FINKURVE,EQ,INE734I01027
1950,NSE,FINEORG,EQ,INE686Y01026
1951,NSE,FINCABLES,EQ,INE235A01022
1952,NSE,FOODSIN,EQ,INE976E01023
1953,NSE,FILATFASH,EQ,INE185E01021
1954,NSE,GANESHHOU,EQ,INE460C01014
1955,NSE,GANGESSECU,EQ,INE335W01016
1956,NSE,GLAXO,EQ,INE159A01016
1957,NSE,GLAND,EQ,INE068V01023
1958,NSE,GKWLIMITED,EQ,INE528A01020
1959,NSE,GKSL,EQ,INE0V0W01025
1960,NSE,GKENERGY,EQ,INE1AG301022
1961,NSE,GIPCL,EQ,INE162A01010
1962,NSE,GINNIFILA,EQ,INE424C01010
1963,NSE,GILLETTE,EQ,INE322A01010
1964,NSE,GILLANDERS,EQ,INE047B01011
1965,NSE,GICRE,EQ,INE481Y01014
1966,NSE,GICHSGFIN,EQ,INE289B01019
1967,NSE,GHCLTEXTIL,EQ,INE0PA801013
1968,NSE,GHCL,EQ,INE539A01019
1969,NSE,GFLLIMITED,EQ,INE538A01037
1970,NSE,GANGAFORGE,EQ,INE691Z01023
1971,NSE,GESHIP,EQ,INE017A01032
1972,NSE,GENUSPOWER,EQ,INE955D01029
1973,NSE,GENUSPAPER,EQ,INE949P01018
1974,NSE,GENESYS,EQ,INE727B01026
1975,NSE,GENCON,EQ,INE854S01022
1976,NSE,GEMAROMA,EQ,INE06XZ01023
1977,NSE,GEEKAYWIRE,EQ,INE669X01032
1978,NSE,GEECEE,EQ,INE916G01016
1979,NSE,GCSL,BE,INE199P01028
1980,NSE,GAYAHWS,BE,INE287Z01012
1981,NSE,GATEWAY,EQ,INE079J01017
1982,NSE,GATECHDVR,EQ,INE224E01036
1983,NSE,GATECH,EQ,INE224E01028
1984,NSE,GARUDA,EQ,INE0JVO01026
1985,NSE,GARFIBRES,EQ,INE276A01018
1986,NSE,GEOJITFSL,EQ,INE007B01023
1987,NSE,FIEMIND,EQ,INE737H01014
1988,NSE,FIBERWEB,EQ,INE296C01020
1989,NSE,FEDFINA,EQ,INE007N01010
1990,NSE,EPACK,EQ,INE0G5901015
1991,NSE,ENTERO,EQ,INE010601016
1992,NSE,ENRIN,EQ,INE1NPP01017
1993,NSE,ENIL,EQ,INE265F01028
1994,NSE,ENGINERSIN,EQ,INE510A01028
1995,NSE,ENERGYDEV,BE,INE306C01019
1996,NSE,ENDURANCE,EQ,INE913H01037
1997,NSE,EMUDHRA,EQ,INE01QM01018
1998,NSE,EMSLIMITED,EQ,INE0OV601013
1999,NSE,EMMVEE,EQ,INE1C6T01020
2000,NSE,EMMBI,EQ,INE753K01015
2001,NSE,EMKAY,EQ,INE296H01011
2002,NSE,EMIL,EQ,INE02YR01019
2003,NSE,EMCURE,EQ,INE168P01015
2004,NSE,EPACKPEB,EQ,INE0MLS01022
2005,NSE,EMBDL,BE,INE069I01010
2006,NSE,EMAMIPAP,EQ,INE830C01026
2007,NSE,EMAMILTD,EQ,INE548C01032
2008,NSE,ELLEN,EQ,INE236E01022
2009,NSE,ELIN,EQ,INE050401020
2010,NSE,ELGIRUBCO,EQ,INE819L01012
2011,NSE,ELGIEQUIP,EQ,INE285A01027
2012,NSE,ELECTHERM,EQ,INE822G01016
2013,NSE,ELECTCAST,EQ,INE086A01029
2014,NSE,ELECON,EQ,INE205B01031
2015,NSE,ELDEHSG,EQ,INE668G01021
2016,NSE,EKC,EQ,INE184H01027
2017,NSE,HNDFDS,EQ,INE254N01026
2018,NSE,EIMCOELECO,EQ,INE158B01016
2019,NSE,EIHOTEL,EQ,INE230A01023
2020,NSE,EMAMIREAL,EQ,INE778K01012
2021,NSE,EPIGRAL,EQ,INE071N01016
2022,NSE,EPL,EQ,INE255A01020
2023,NSE,EQUIPPP,BE,INE217G01035
2024,NSE,FEDERALBNK,EQ,INE171A01029
2025,NSE,FDC,EQ,INE258B01022
2026,NSE,FCSSOFT,EQ,INE512B01022
2027,NSE,FCL,EQ,INE045J01034
2028,NSE,FAZE3Q,EQ,INE963C01033
2029,NSE,FAIRCHEMOR,EQ,INE0DNW01011
2030,NSE,FACT,EQ,INE188A01015
2031,NSE,FABTECH,EQ,INE0HF201011
2032,NSE,EXXARO,BE,INE0GFE01026
2033,NSE,EXPLEOSOL,EQ,INE201K01015
2034,NSE,EXIDEIND,EQ,INE302A01020
2035,NSE,EXICOM,EQ,INE777F01014
2036,NSE,EXCELSOFT,EQ,INE606N01019
2037,NSE,EXCELINDUS,EQ,INE369A01029
2038,NSE,EXCEL,EQ,INE688J01023
2039,NSE,EVERESTIND,EQ,INE295A01018
2040,NSE,EVEREADY,EQ,INE128A01029
2041,NSE,EQUITASBNK,EQ,INE063P01018
2042,NSE,ERIS,EQ,INE406M01024
2043,NSE,ESABINDIA,EQ,INE284A01012
2044,NSE,ESAFSFB,EQ,INE818W01011
2045,NSE,ESCORTS,EQ,INE042A01014
2046,NSE,ESSARSHPNG,BE,INE122M01019
2047,NSE,GLENMARK,EQ,INE935A01035
2048,NSE,ESSENTIA,EQ,INE418N01035
2049,NSE,ETERNAL,EQ,INE758T01015
2050,NSE,ETHOSLTD,EQ,INE04TZ01018
2051,NSE,EUREKAFORB,EQ,INE0KCE01017
2052,NSE,EUROBOND,EQ,INE505V01016
2053,NSE,EUROPRATIK,EQ,INE198501012
2054,NSE,EUROTEXIND,BE,INE022C01012
2055,NSE,ESTER,EQ,INE778B01029
2056,NSE,GLFL,BE,INE540A01017
2057,NSE,FILATEX,EQ,INE816B01035
2058,NSE,GLOBALE,EQ,INE0URU01010
2059,NSE,HECPROJECT,EQ,INE558R01013
2060,NSE,HEADSUP,EQ,INE759V01019
2061,NSE,HDFCLIFE,EQ,INE795G01014
2062,NSE,HDFCBANK,EQ,INE040A01034
2063,NSE,HDFCAMC,EQ,INE127D01025
2064,NSE,HDBFS,EQ,INE756I01012
2065,NSE,HCLTECH,EQ,INE860A01027
2066,NSE,HCL-INSYS,EQ,INE236A01020
2067,NSE,HCG,EQ,INE075I01017
2068,NSE,HCC,EQ,INE549A01026
2069,NSE,HBSL,BE,INE550B01022
2070,NSE,HBLENGINE,EQ,INE292B01021
2071,NSE,HAVISHA,EQ,INE293B01029
2072,NSE,HAVELLS,EQ,INE176B01034
2073,NSE,HEIDELBERG,EQ,INE578A01017
2074,NSE,HATSUN,EQ,INE473B01035
2075,NSE,HARSHA,EQ,INE0JUS01029
2076,NSE,HARRMALAYA,EQ,INE544A01019
2077,NSE,HARIOMPIPE,EQ,INE00EV01017
2078,NSE,HARDWYN,BE,INE626Z01029
2079,NSE,HAPPYFORGE,EQ,INE330T01021
2080,NSE,HAPPSTMNDS,EQ,INE419U01012
2081,NSE,HALEOSLABS,BE,INE320X01016
2082,NSE,HALDER,EQ,INE115S01010
2083,NSE,HAL,EQ,INE066F01020
2084,NSE,GVT&D,EQ,INE200A01026
2085,NSE,GVPTECH,EQ,INE382T01030
2086,NSE,GVPIL,EQ,INE878A01011
2087,NSE,GVKPIL,BE,INE251H01024
2088,NSE,GULPOLY,EQ,INE255D01024
2089,NSE,HATHWAY,EQ,INE982F01036
2090,NSE,HEMIPROP,EQ,INE0AJG01018
2091,NSE,HERANBA,EQ,INE694N01015
2092,NSE,HERITGFOOD,EQ,INE978A01027
2093,NSE,HMAAGRO,EQ,INE0ECP01024
2094,NSE,HLVLTD,EQ,INE102A01024
2095,NSE,HLEGLAS,EQ,INE461D01028
2096,NSE,GLOBAL,BE,INE291W01037
2097,NSE,HITECHGEAR,BE,INE127B01011
2098,NSE,HITECHCORP,EQ,INE120D01012
2099,NSE,HITECH,EQ,INE106T01025
2100,NSE,HISARMETAL,EQ,INE598C01011
2101,NSE,HIRECT,EQ,INE835D01023
2102,NSE,HINDZINC,EQ,INE267A01025
2103,NSE,HINDWAREAP,EQ,INE05AN01011
2104,NSE,HINDUNILVR,EQ,INE030A01027
2105,NSE,HINDPETRO,EQ,INE094A01015
2106,NSE,HINDOILEXP,EQ,INE345A01011
2107,NSE,HINDCOPPER,EQ,INE531E01026
2108,NSE,HINDCON,EQ,INE642Y01029
2109,NSE,HINDCOMPOS,EQ,INE310C01029
2110,NSE,HEROMOTOCO,EQ,INE158A01026
2111,NSE,HESTERBIO,EQ,INE782E01017
2112,NSE,HEUBACHIND,EQ,INE492A01029
2113,NSE,HEXATRADEX,EQ,INE750M01017
2114,NSE,HEXT,EQ,INE093A01041
2115,NSE,HFCL,EQ,INE548A01028
2116,NSE,GULFPETRO,EQ,INE586G01017
2117,NSE,HGINFRA,EQ,INE926X01010
2118,NSE,HGS,EQ,INE170I01016
2119,NSE,HIKAL,EQ,INE475B01022
2120,NSE,HILINFRA,EQ,INE00RL01028
2121,NSE,HILTON,EQ,INE788H01017
2122,NSE,HIMATSEIDE,EQ,INE049A01027
2123,NSE,HINDALCO,EQ,INE038A01020
2124,NSE,HGM,EQ,INE596H01014
2125,NSE,GULFOILLUB,EQ,INE635Q01029
2126,NSE,HEG,EQ,INE545A01024
2127,NSE,GUJTHEM,EQ,INE942C01045
2128,NSE,GOYALALUM,BE,INE705X01026
2129,NSE,GOPAL,EQ,INE0L9R01028
2130,NSE,GOODLUCK,EQ,INE127I01024
2131,NSE,GOLDTECH,EQ,INE805A01014
2132,NSE,GOLDIAM,EQ,INE025B01025
2133,NSE,GOKULAGRO,EQ,INE314T01033
2134,NSE,GOKUL,EQ,INE020J01029
2135,NSE,GOKEX,EQ,INE887G01027
2136,NSE,GODREJPROP,EQ,INE484J01027
2137,NSE,GODREJIND,EQ,INE233A01035
2138,NSE,GODREJCP,EQ,INE102D01028
2139,NSE,GODREJAGRO,EQ,INE850D01014
2140,NSE,GODIGIT,EQ,INE03JT01014
2141,NSE,GODAVARIB,EQ,INE497S01012
2142,NSE,GPIL,EQ,INE177H01039
2143,NSE,GOCOLORS,EQ,INE0BJS01011
2144,NSE,GOACARBON,EQ,INE426D01013
2145,NSE,GNFC,EQ,INE113A01013
2146,NSE,GNA,EQ,INE934S01014
2147,NSE,GMRP&UI,EQ,INE0CU601026
2148,NSE,GMRAIRPORT,EQ,INE776C01039
2149,NSE,GMMPFAUDLR,EQ,INE541A01023
2150,NSE,GMDCLTD,EQ,INE131A01031
2151,NSE,GMBREW,EQ,INE075D01018
2152,NSE,GLOTTIS,EQ,INE0TQE01026
2153,NSE,GLOSTERLTD,EQ,INE350Z01018
2154,NSE,GLOBUSSPR,EQ,INE615I01010
2155,NSE,GLOBECIVIL,EQ,INE0V3U01015
2156,NSE,GLOBE,EQ,INE581X01021
2157,NSE,GLOBALVECT,EQ,INE792H01019
2158,NSE,GOCLCORP,EQ,INE077F01035
2159,NSE,GPPL,EQ,INE517F01014
2160,NSE,GODFRYPHLP,EQ,INE260B01028
2161,NSE,GSPL,EQ,INE246F01010
2162,NSE,GUJGASLTD,EQ,INE844O01030
2163,NSE,GUJAPOLLO,EQ,INE826C01016
2164,NSE,GPTHEALTH,EQ,INE486R01017
2165,NSE,GUJALKALI,EQ,INE186A01019
2166,NSE,GUFICBIO,EQ,INE742B01025
2167,NSE,GTPL,EQ,INE869I01013
2168,NSE,GTLINFRA,EQ,INE221H01019
2169,NSE,GTL,EQ,INE043A01012
2170,NSE,GTECJAINX,EQ,INE586X01012
2171,NSE,GSS,EQ,INE871H01011
2172,NSE,GSLSU,BE,INE0JSX01015
2173,NSE,GSFC,EQ,INE026A01025
2174,NSE,GRWRHITECH,EQ,INE291A01017
2175,NSE,GRPLTD,EQ,INE137I01015
2176,NSE,GROWW,EQ,INE0HOQ01053
2177,NSE,GRSE,EQ,INE382Z01011
2178,NSE,GROBTEA,EQ,INE646C01018
2179,NSE,GPTINFRA,EQ,INE390G01014
2180,NSE,GRANULES,EQ,INE101D01020
2181,NSE,GRAPHITE,EQ,INE371A01025
2182,NSE,GRASIM,EQ,INE047A01021
2183,NSE,GRAVITA,EQ,INE024L01027
2184,NSE,GREAVESCOT,EQ,INE224A01026
2185,NSE,GREENPANEL,EQ,INE08ZM01014
2186,NSE,GREENLAM,EQ,INE544R01021
2187,NSE,GREENPOWER,EQ,INE999K01014
2188,NSE,GRINDWELL,EQ,INE536A01023
2189,NSE,GRINFRA,EQ,INE201P01022
2190,NSE,GRMOVER,EQ,INE192H01020
2191,NSE,GREENPLY,EQ,INE461C01038
2192,NSE,GUJRAFFIA,BE,INE610B01024
2193,BSE,BSE500IETF,A,INF109KC1V59
2194,BSE,UHZAVERI,B,INE556Z01010
2195,BSE,KENVI,B,INE923Y01023
2196,BSE,PALMJEWELS,B,INE838Z01012
2197,BSE,TRL,B,INE459Z01017
2198,BSE,ACTIVE,B,INE380Z01015
2199,BSE,RAJNISH,B,INE685Z01033
2200,BSE,RAWEDGE,B,INE960Z01014
2201,BSE,DECCAN,B,INE452W01019
2202,BSE,ABSLNN50ET,B,INF209KB16D7
2203,BSE,NIFTYETF,B,INF769K01EG9
2204,BSE,BCPL,B,INE00SW01015
2205,BSE,KRANTI,B,INE911T01010
2206,BSE,DEEP,B,INE00IY01012
2207,BSE,NEXT50IETF,B,INF109KC1NS5
2208,BSE,ASRL,B,INE01B501018
2209,BSE,SETFSN50,A,INF200KA1VQ2
2210,BSE,DOLFIN,B,INE666Y01010
2211,BSE,SMGOLD,B,INE00Q901014
2212,BSE,VIVIDM,B,INE647Z01025
2213,BSE,ANG,B,INE236W01016
2214,BSE,NEXT50BETA,B,INF789F1AUW9
2215,BSE,LOWVOLIETF,B,INF109KC19U5
2216,BSE,CHEMCRUX,B,INE298W01016
2217,BSE,PRIMEFRESH,B,INE442V01012
2218,BSE,MEERA,B,INE343X01018
2219,BSE,PQIF,B,INE689M01025
2220,BSE,SHARIKA,B,INE669Y01022
2221,BSE,ICICIB22,A,INF109KB15Y7
2222,BSE,RATNABHUMI,B,INE821Y01011
2223,BSE,GGL,B,INE063Z01017
2224,BSE,TTFL,B,INE071Y01013
2225,BSE,POOJA,B,INE973X01012
2226,BSE,STL,B,INE402Y01028
2227,BSE,AGOL,B,INE05FR01029
2228,BSE,INFRABEES,B,INF732E01268
2229,BSE,ESG,B,INF769K01GS9
2230,BSE,BANKBETA,B,INF789F1AUV1
