SOURCE,ISIN_NUMBER,SYMBOL,SERIES
BSE,INE410E01015,MCLTD,X
BSE,INE472C01027,SHRISTI,X
BSE,INE559D01011,CREST,B
BSE,INE051B01021,VAKRANGEE,A
BSE,INE706F01021,SYLPH,X
BSE,INE191N01012,ALEXANDER,X
BSE,INE841B01017,INDBANK,B
BSE,INE488C01015,SHRYDUS,X
BSE,INE900A01013,BHARAT,X
BSE,INE707C01018,CAPTRUST,B
BSE,INE380K01017,VIVOBIOT,X
BSE,INE882C01035,VEERHEALTH,X
BSE,INE376A01032,PANINDIAC,X
BSE,INE135C01012,SAHARAHOUS,X
BSE,INE026C01013,NDASEC,X
BSE,INE533B01028,SUPRATRE,XT
BSE,INE777C01011,GSBFIN,X
BSE,INE367A01015,MORARKFI,X
BSE,INE903D01011,MONARCH,B
BSE,INE732K01027,PROFINC,XT
BSE,INE289C01025,TEAMGTY,B
BSE,INE754C01010,SODFC,X
BSE,INE304E01010,SAVFI,X
BSE,INE425F01028,BEFOUNDMOL,X
BSE,INE323B01024,AVONMORE,B
BSE,INE212B01011,LIBORDFIN,XT
BSE,INE216B01012,YASHMGM,X
BSE,INE420B01036,ARIHANTCAP,B
BSE,INE569B01022,ISLCONSUL,X
BSE,INE891B01012,DCMFINSERV,B
BSE,INE229D01011,RRFIN,XT
BSE,INE417D01020,FEDDERSHOL,X
BSE,INE699B01027,SAMBHAAV,T
BSE,INE234E01027,DJSSS,X
BSE,INE113B01029,OMEGAIN,XT
BSE,INE309D01011,SUGALDAM,X
BSE,INE027D01019,NETTLINX,X
BSE,INE443D01018,BGIL,X
BSE,INE099G01011,SCANSTL,X
BSE,INE289B01019,GICHSGFIN,B
BSE,INE759C01027,AJCON,X
BSE,INE953B01010,CHRTEDCA,XT
BSE,INE625D01028,STANCAP,X
BSE,INE290E01011,YOGI,X
BSE,INE717D01023,CUBIFIN,XT
BSE,INE875B01015,NIMBSPROJ,X
BSE,INE359A01012,INVIGO,X
BSE,INE020D01022,BAIDFIN,B
BSE,INE946H01037,VIPULLTD,T
BSE,INE239B01014,RFL,X
BSE,INE583D01011,UGROCAP,B
BSE,INE861D01011,SAHLIBHFI,X
BSE,INE195I01013,ABIRAFN,Z
BSE,INE094E01017,MANSIFIN,X
BSE,INE819K01014,AASTAFIN,X
BSE,INE296G01013,MUTHOOTCAP,B
BSE,INE677D01037,MASTERTR,B
BSE,INE886D01026,EFCIL,B
BSE,INE754D01018,SOBME,X
BSE,INE135H01029,TTGIL,X
BSE,INE967G01019,ZSARACOM,B
BSE,INE767M01029,BANGANGA,X
BSE,INE603D01017,VEGA,XT
BSE,INE393H01016,KAPILCO,X
BSE,INE887D01016,TCC,B
BSE,INE510H01015,ROYALIND,X
BSE,INE195E01020,DHANSAFAL,X
BSE,INE896J01014,ZSANMCOM,XT
BSE,INE762D01011,VISVEN,X
BSE,INE738D01029,MRUTR,XT
BSE,INE945F01025,DECNGOLD,B
BSE,INE628A01036,UPL,A
BSE,INE234B01023,CRANESSOFT,Z
BSE,INE092G01024,SAICOM,X
BSE,INE750G01019,EY,XT
BSE,INE276H01013,NIDHGRN,XT
BSE,INE649C01012,ROSEMER,X
BSE,INE529F01035,SIGIND,B
BSE,INE758A01072,AVANCE,XT
BSE,INE650K01021,SECURKLOUD,T
BSE,INE365O01028,ABANSENT,X
BSE,INE685D01022,VAMA,X
BSE,INE805D01034,SUNTECK,A
BSE,INE798C01017,SILVERO,Z
BSE,INE730E01016,PRISMMEDI,X
BSE,INE379J01029,VERITAS,XT
BSE,INE070D01027,JAICORPLTD,B
BSE,INE894A01026,ASHCAP,X
BSE,INE895A01023,SVARTCORP,X
BSE,INE200D01020,MMWL,B
BSE,INE340U01010,AUTOINT,XT
BSE,INE458B01036,BHAGYANGR,T
BSE,INE408F01024,SHANTAI,XT
BSE,INE417N01011,CHMBBRW,XT
BSE,INE385F01024,SGMART,B
BSE,INE068C01015,ARAVALIS,X
BSE,INE745A01012,YASTF,XT
BSE,INE108G01010,CUPIDALBV,X
BSE,INE716D01033,CRSL,X
BSE,INE992I01013,STARTECK,B
BSE,INE037B01020,SHARDUL,X
BSE,INE017I01027,SERA,X
BSE,INE319T01016,MERCTRD,XT
BSE,INE242B01018,NIRAVCOM,X
BSE,INE412D01013,APOLLOFI,X
BSE,INE993I01029,ENBETRD,X
BSE,INE162L01017,GANONPRO,X
BSE,INE564J01026,SHRJAGP,X
BSE,INE281B01032,LLOYDSME,A
BSE,INE080I01025,LLOYDSENT,B
BSE,INE765L01017,BETXIND,X
BSE,INE977F01010,DHANCOT,X
BSE,INE876A01023,OASISEC,X
BSE,INE590B01010,GARNETINT,X
BSE,INE435E01020,SHALPRO,X
BSE,INE668D01028,DONEAR,B
BSE,INE091C01017,SUPER,X
BSE,INE807F01027,SEQUENT,A
BSE,INE655A01013,STCINDIA,B
BSE,INE080B01012,KOHINOOR,B
BSE,INE871C01038,AVANTIFEED,A
BSE,INE077B01018,ZODJRDMKJ,X
BSE,INE579D01019,SITAENT,X
BSE,INE183U01022,PULSRIN,XT
BSE,INE348N01034,MANBRO,XT
BSE,INE681C01015,KEYFINSERV,B
BSE,INE423A01024,ADANIENT,A
BSE,INE307N01014,ASTALLTD,X
BSE,INE772B01014,HARIAEXPO,X
BSE,INE474E01029,BHANDARI,B
BSE,INE629C01014,RLF,X
BSE,INE769D01016,REGENTRP,X
BSE,INE231G01010,ORBTEXP,B
BSE,INE104E01014,SAVERA,X
BSE,INE114E01013,CHROME,X
BSE,INE725A01030,NAVA,A
BSE,INE158G01015,REMIEDEL,X
BSE,INE736H01024,GSAUTO,X
BSE,INE360D01014,TRANSFRE,X
BSE,INE386D01027,SBCL,B
BSE,INE524B01027,GANDHITUBE,B
BSE,INE991A01020,AMFORG,X
BSE,INE730A01022,ORICONENT,T
BSE,INE205F01016,STLSTRINF,X
BSE,INE932A01024,PENIND,B
BSE,INE197A01024,JYOTISTRUC,B
BSE,INE289D01015,JAYUSH,XT
BSE,INE802C01033,SSWL,B
BSE,INE993A01026,MANINDS,B
BSE,INE611C01020,IMEC,X
BSE,INE001F01019,MDRNSTL,X
BSE,INE363L01045,SYNTHFO,XT
BSE,INE327C01031,GOLKONDA,X
BSE,INE145J01032,GUJTLRM,B
BSE,INE298G01035,AJMERA,B
BSE,INE105D01013,COCHINM,X
BSE,INE072A01029,INDIAHOMES,X
BSE,INE013J01016,KVFORGE,X
BSE,INE120A01034,CARBORUNIV,A
BSE,INE123F01029,MMTC,A
BSE,INE457E01016,VALLABHSQ,X
BSE,INE728B01032,SMFIL,X
BSE,INE373E01015,BLOIN,X
BSE,INE640C01011,SHAHALLOYS,B
BSE,INE594D01018,ELANGO,X
BSE,INE791E01018,KANSHST,X
BSE,INE257F01017,MAHALXSE,Z
BSE,INE658D01011,SIMPLEXCAS,X
BSE,INE387D01025,SSWRL,X
BSE,INE235U01012,SIZEMASTER,XT
BSE,INE308N01012,SOUTHMG,X
BSE,INE927K01023,BAROEXT,XT
BSE,INE276I01011,GUJCONT,P
BSE,INE314G01014,KALYANIFRG,B
BSE,INE798F01010,PANCHMAHQ,X
BSE,INE570B01012,ADITYA,X
BSE,INE124E01038,STEELCAS,B
BSE,INE450D01021,PITTIENG,A
BSE,INE741B01027,GLITTEKG,X
BSE,INE770A01010,PRADPME,X
BSE,INE207H01018,GNRL,X
BSE,INE385M01012,SHRDAIS,X
BSE,INE451L01014,MAHASTEEL,T
BSE,INE608C01026,NOVIS,X
BSE,INE067E01013,STERPOW,X
BSE,INE617C01027,FFPL,Z
BSE,INE531E01026,HINDCOPPER,A
BSE,INE463D01016,TULSYAN,X
BSE,INE197C01012,AXELPOLY,X
BSE,INE589A01014,NLCINDIA,A
BSE,INE434C01027,KAJARIR,X
BSE,INE584G01012,SOLIDSTON,X
BSE,INE960A01017,SHILGRAVQ,X
BSE,INE146C01019,WHITEORG,X
BSE,INE614F01019,MFSINTRCRP,X
BSE,INE210C01013,AROGRANITE,B
BSE,INE723D01021,RUDRAECO,X
BSE,INE376L01013,RAJKSYN,X
BSE,INE272C01013,DEEPAKSP,X
BSE,INE970D01010,LOYALTEX,B
BSE,INE049A01027,HIMATSEIDE,B
BSE,INE594B01012,BSL,B
BSE,INE229N01010,NEWTRAC,X
BSE,INE501F01018,PBMPOLY,X
BSE,INE207C01019,ADINATH,XT
BSE,INE517D01019,KONARKSY,X
BSE,INE132C01027,SURYALA,X
BSE,INE592B01024,TTL,B
BSE,INE192B01031,WELSPUNLIV,A
BSE,INE862B01013,INDIANACRY,X
BSE,INE845D01014,GANECOS,A
BSE,INE760J01012,CEETAIN,X
BSE,INE835A01029,VARDMNPOLY,B
BSE,INE761G01016,BLACKROSE,X
BSE,INE110Q01023,STCORP,X
BSE,INE235C01036,SUMEETINDS,B
BSE,INE410D01017,RAMGOPOLY,XT
BSE,INE495C01010,SANGAMIND,B
BSE,INE874A01010,MKVENTURES,X
BSE,INE979D01011,KUSHIND,X
BSE,INE377C01010,SRECR,P
BSE,INE899E01019,SURBHIN,X
BSE,INE707B01010,SEASONST,X
BSE,INE106C01013,ZENIFIB,X
BSE,INE436C01014,BHILSPIN,X
BSE,INE273D01019,VGL,B
BSE,INE589J01015,SANTETX,X
BSE,INE440A01010,ASHIMASYN,B
BSE,INE156E01014,JAIHINDS,X
BSE,INE969C01022,RAGHUSYN,X
BSE,INE722N01014,JATTAINDUS,XT
BSE,INE535C01013,KAMADGIRI,X
BSE,INE814D01010,OMNITEX,XT
BSE,INE790C01014,PATSPINLTD,X
BSE,INE670O01013,ONEGLOBAL,XT
BSE,INE216I01017,NEOINFRA,X
BSE,INE194N01016,GENESIS,XT
BSE,INE784B01035,WINSOME,Z
BSE,INE309M01020,PREMIERPOL,B
BSE,INE078T01026,KRRAIL,XT
BSE,INE564C01013,YARNSYN,X
BSE,INE004C01028,GUJCOTEX,X
BSE,INE340D01016,GARWSYN,X
BSE,INE638N01012,ECOHOTELS,X
BSE,INE305D01019,SARUPINDUS,XT
BSE,INE114D01015,OXFORDIN,XT
BSE,INE370D01013,MANORG,B
BSE,INE074C01013,HINDADH,X
BSE,INE439N01031,BPAGRI,T
BSE,INE009C01019,SRIKPRIND,X
BSE,INE577D01013,JYOTIRES,B
BSE,INE112D01035,MHLXMIRU,B
BSE,INE410M01018,SOUTLAT,XT
BSE,INE837B01031,WINSOMTX,B
BSE,INE219W01012,MODINSU,XT
BSE,INE277C01012,REGENCERAM,B
BSE,INE439A01020,ASAHIINDIA,A
BSE,INE692B01014,MURUDCERA,B
BSE,INE068B01017,SEKURITIND,B
BSE,INE242C01024,ANANTRAJ,A
BSE,INE469C01023,MADHUDIN,X
BSE,INE298E01022,RESTILE,X
BSE,INE506D01020,HALDYNGL,X
BSE,INE932D01010,DUROPLY,X
BSE,INE231C01019,SHREYANIND,B
BSE,INE112C01011,AGIOPAPER,X
BSE,INE733A01018,STARPAPER,B
BSE,INE551D01018,PAKKA,B
BSE,INE385D01029,TAHMARENT,X
BSE,INE737E01011,SOMAPPR,XT
BSE,INE497C01016,NATPLY,Z
BSE,INE570D01018,ARROWGREEN,B
BSE,INE270I01022,VISHNU,B
BSE,INE699D01015,JUMBO,X
BSE,INE740D01017,NRAIL,B
BSE,INE105C01023,3PLAND,B
BSE,INE384D01022,SANPA,X
BSE,INE810C01044,VENTURA,X
BSE,INE538D01015,SHKARTP,X
BSE,INE088G01014,STHINPA,X
BSE,INE146N01016,FAMILYCARE,X
BSE,INE707A01012,VINDHYATEL,B
BSE,INE302D01024,RIR,B
BSE,INE045A01017,ADOR,B
BSE,INE649R01010,IDM,X
BSE,INE457F01013,SALZERELEC,B
BSE,INE919C01019,JETKINGQ,X
BSE,INE273A01015,APLAB,X
BSE,INE834B01012,PCS,X
BSE,INE228A01035,USHAMART,A
BSE,INE252A01019,SPELS,XT
BSE,INE287B01021,SUBROS,B
BSE,INE125G01014,EDVENSWA,X
BSE,INE671A01010,HONAUT,A
BSE,INE311D01017,SWITCHTE,XT
BSE,INE162B01018,LUMAXIND,B
BSE,INE927C01020,DIGISPICE,B
BSE,INE766A01026,PAEL,XT
BSE,INE216C01010,CALCOM,XT
BSE,INE083E01010,DYNAVSN,X
BSE,INE788D01016,BCCFUBA,X
BSE,INE143C01024,PRECISIO,X
BSE,INE087E01011,FINELINE,XT
BSE,INE292B01021,HBLENGINE,A
BSE,INE902B01017,S&SPOWER,B
BSE,INE335Q01026,RNITAI,X
BSE,INE541F01022,GUJARATPOLY,X
BSE,INE162A01010,GIPCL,B
BSE,INE898E01011,MAGNUS,XT
BSE,INE775A01035,MOTHERSON,A
BSE,INE110B01017,MINDTECK,B
BSE,INE176B01034,HAVELLS,A
BSE,INE167B01025,ACIIN,X
BSE,INE689V01018,SBECSYS,X
BSE,INE437C01012,INCAP,X
BSE,INE877E01015,GUJINTRX,X
BSE,INE188B01013,IGARASHI,B
BSE,INE225D01027,SYMPHONY,A
BSE,INE043B01028,REGANTO,Z
BSE,INE648E01010,PANELEC,X
BSE,INE756A01019,VXLINSTR,XT
BSE,INE635A01023,SHYAMTEL,B
BSE,INE791B01014,LEENEE,X
BSE,INE082C01024,PATELSAI,X
BSE,INE295F01017,BUTTERFLY,B
BSE,INE576B01019,ATHENAGLO,X
BSE,INE060D01028,NARMP,X
BSE,INE165B01029,RSSOFTWARE,B
BSE,INE437D01010,MAGNAELQ,X
BSE,INE415B01044,MARSONS,B
BSE,INE033C01019,ELNET,X
BSE,INE258C01038,ACCEL,X
BSE,INE855C01023,WEBELSOLAR,A
BSE,INE535D01037,ROTO,B
BSE,INE690A01028,TTKPRESTIG,A
BSE,INE589D01018,DHINDIA,X
BSE,INE451D01029,RAJRATAN,B
BSE,INE130B01031,SURANAT&P,B
BSE,INE229A01017,ONWARDTEC,B
BSE,INE320B01020,CENTUM,B
BSE,INE209C01015,ALFATRAN,X
BSE,INE141C01036,NHCFOODS,X
BSE,INE362A01016,PVP,T
BSE,INE948A01012,TRIGYN,B
BSE,INE878B01027,KEI,A
BSE,INE145L01012,KEERTHI,X
BSE,INE827D01020,SRICC,XT
BSE,INE069E01019,SURAJ,Z
BSE,INE071F01012,APCL,B
BSE,INE537F01012,MODINATUR,B
BSE,INE100E01012,PRSNTIN,XT
BSE,INE687W01010,ZKHANDEN,XT
BSE,INE488B01017,TASTYBITE,B
BSE,INE534D01014,RITESHIN,XT
BSE,INE488D01021,AVTNPL,B
BSE,INE254N01026,HNDFDS,B
BSE,INE289A01011,NAHARINDUS,B
BSE,INE693D01018,VADILENT,X
BSE,INE694D01016,VADILALIND,B
BSE,INE709D01012,ASHAI,XT
BSE,INE982B01027,ADFFOODS,B
BSE,INE601N01010,RGRL,Z
BSE,INE188E01017,WILLIMFI,X
BSE,INE601B01023,AJANTSOY,X
BSE,INE210A01017,WILLAMAGOR,B
BSE,INE102C01020,KISAAN,X
BSE,INE843L01012,SIEL,X
BSE,INE233P01017,SPTRSHI,X
BSE,INE890C01046,SANWARIA,Z
BSE,INE297D01018,PRIMAGR,X
BSE,INE110C01015,MADHURIND,XT
BSE,INE906C01016,TARAI,Z
BSE,INE617B01011,MODAIRY,X
BSE,INE921D01013,BAMBINO,X
BSE,INE543F01028,PRIMIND,X
BSE,INE706A01022,VIKASWSP,Z
BSE,INE923K01014,VSFPROJ,X
BSE,INE809E01018,POONADAL,X
BSE,INE213P01027,TRANSFD,XT
BSE,INE087B01017,ANIKINDS,B
BSE,INE220Z01013,SHINDL,X
BSE,INE953E01022,KSE,X
BSE,INE540C01021,NARBADA,X
BSE,INE295C01014,VIRATCRA,X
BSE,INE678B01021,IBINFO,X
BSE,INE072V01017,AMBARPIL,X
BSE,INE052V01019,CIANAGRO,B
BSE,INE112B01013,OMEAG,X
BSE,INE358D01018,TAIIND,X
BSE,INE542C01019,NKIND,B
BSE,INE356C01022,BKV,X
BSE,INE630N01019,NCCBLUE,P
BSE,INE369C01017,NORBTEAEXP,T
BSE,INE822B01017,ASIANTNE,X
BSE,INE978A01027,HERITGFOOD,A
BSE,INE354D01017,SIMRAN,X
BSE,INE092301014,HINDUST,X
BSE,INE421D01022,CCL,A
BSE,INE164B01030,KELLTONTEC,B
BSE,INE565E01016,SURFI,XT
BSE,INE177M01013,INTEGFD,XT
BSE,INE734D01010,LAKESHORE,XT
BSE,INE209B01025,RICOAUTO,B
BSE,INE090B01011,OMAXAUTO,B
BSE,INE577A01027,MUNJALSHOW,B
BSE,INE039C01032,JAMNAAUTO,B
BSE,INE105A01035,TVSHLTD,A
BSE,INE643A01035,JTEKTINDIA,B
BSE,INE672B01032,MUNJALAU,B
BSE,INE571B01036,JAYBARMARU,B
BSE,INE704B01017,RACLGEAR,B
BSE,INE706B01012,SAMKRG,X
BSE,INE075B01020,SICALLOG,T
BSE,INE703B01027,RATNAMANI,A
BSE,INE386A01023,VESUVIUS,A
BSE,INE900C01027,ASAL,B
BSE,INE276D01012,ARCEEIN,XT
BSE,INE125D01011,ABCINDQ,X
BSE,INE654B01014,BALTE,X
BSE,INE441C01014,SIBARAUT,X
BSE,INE757B01015,TRANSWORLD,B
BSE,INE580C01019,STARLOG,X
BSE,INE807M01031,TITANIN,XT
BSE,INE483B01026,ICIL,B
BSE,INE882A01013,MARALOVER,B
BSE,INE314C01013,SOMATEX,T
BSE,INE900E01015,ADVLIFE,X
BSE,INE092E01011,KAKTEX,X
BSE,INE814L01013,OCTAVE,XT
BSE,INE064C01022,TRIDENT,A
BSE,INE270A01029,ALOKINDS,A
BSE,INE604F01010,PASARI,X
BSE,INE484D01012,AMARJOTHI,X
BSE,INE482O01021,OLYMPTX,X
BSE,INE123B01028,NAGREEKEXP,B
BSE,INE691D01012,SUDTIND-B,X
BSE,INE363D01018,SBFL,X
BSE,INE958A01011,EUREKAI,X
BSE,INE122D01026,ADITYASP,X
BSE,INE419E01024,PRIMEURB,X
BSE,INE953D01016,DHANFAB,X
BSE,INE456D01010,SLSTLQ,X
BSE,INE206B01013,ZODIACLOTH,B
BSE,INE306D01017,SRMCL,X
BSE,INE662A01027,SUPERSPIN,B
BSE,INE923A01015,SILINV,B
BSE,INE713B01026,SURYALAXMI,B
BSE,INE931D01020,SAMTEX,X
BSE,INE117C01010,CITYMAN,X
BSE,INE220C01012,DHANROTO,X
BSE,INE497D01022,DAMODARIND,B
BSE,INE980D01019,UNIROYAL,X
BSE,INE083G01031,TATIAGLOB,X
BSE,INE124M01015,SUNILTX,P
BSE,INE443E01016,SRINACHA,X
BSE,INE893C01032,BGDL,B
BSE,INE304D01012,SAMBANDAM,X
BSE,INE162C01024,PARASPETRO,B
BSE,INE602G01020,KITEX,B
BSE,INE608B01010,CRANEX,X
BSE,INE177C01022,BATLIBOI,X
BSE,INE759F01012,AUSTENG,X
BSE,INE961D01019,UNIDT,B
BSE,INE459C01016,FLUIDOM,X
BSE,INE052A01021,WINDMACHIN,B
BSE,INE631A01022,SHANTIGEAR,B
BSE,INE634A01018,HONDAPOWER,B
BSE,INE127B01011,HITECHGEAR,T
BSE,INE285A01027,ELGIEQUIP,A
BSE,INE890G01021,UVDRHOR,X
BSE,INE338F01015,KLBRENG-B,B
BSE,INE372E01025,BIRLAPREC,X
BSE,INE384C01016,YUKEN,B
BSE,INE325A01013,TIMKEN,A
BSE,INE285C01015,VOITHPAPR,X
BSE,INE133D01023,ARTSON,X
BSE,INE410A01013,SOLIMAC,X
BSE,INE989C01038,DIACABS,B
BSE,INE867D01018,INDSILHYD,X
BSE,INE478D01014,ITL,X
BSE,INE572D01014,FRONTSP,B
BSE,INE074A01025,PRAJIND,A
BSE,INE682D01011,RASANDIK,X
BSE,INE429B01011,YOGISUNG,X
BSE,INE461D01028,HLEGLAS,B
BSE,INE826C01016,GUJAPOLLO,B
BSE,INE692C01020,TANAA,X
BSE,INE714D01020,CONART,X
BSE,INE097E01028,MINALIND,X
BSE,INE092H01014,SHIVAGR,X
BSE,INE227C01017,MMFL,B
BSE,INE079L01013,IYKOTHITE,XT
BSE,INE040D01038,MAYURUNIQ,B
BSE,INE627F01011,CENLUB,X
BSE,INE535F01024,RAJOOENG,B
BSE,INE920A01037,DOLPHIN,B
BSE,INE466D01019,VJLAXMIE,X
BSE,INE868C01018,AHMDSTE,X
BSE,INE200A01026,GVTD,A
BSE,INE207E01023,RAMRAT,B
BSE,INE854B01010,JAYNECOIND,B
BSE,INE220B01022,KPIL,A
BSE,INE169F01014,NMSRESRC,X
BSE,INE713D01055,CANDOUR,XT
BSE,INE811B01010,TIGLOB,X
BSE,INE663B01015,CONTROLPR,B
BSE,INE142E01022,BEMHY,X
BSE,INE030C01015,ANSALBU,X
BSE,INE080A01014,WEIZMANIND,B
BSE,INE710D01028,BNRSEC,X
BSE,INE989D01010,RISHITECH,X
BSE,INE985A01022,SINCLAIR,B
BSE,INE429E01023,SAFARI,A
BSE,INE626H01019,ZBINTXPP,XT
BSE,INE124B01018,COSMOFE,X
BSE,INE293E01031,CROPSTER,B
BSE,INE391G01012,SANCTRN,X
BSE,INE628D01014,THRIVE,XT
BSE,INE276C01014,EIHAHOTELS,B
BSE,INE442D01010,MEDICAPQ,X
BSE,INE910B01028,OTCO,X
BSE,INE599F01020,MORGANITE,X
BSE,INE00FM01013,BAPACK,X
BSE,INE421A01028,ABAN,T
BSE,INE760A01029,KOKUYOCMLN,B
BSE,INE173J01018,SRMENERGY,XT
BSE,INE415D01024,BHARATSE,B
BSE,INE369D01023,CONTPTR,X
BSE,INE006F01018,NBFOOT,P
BSE,INE082B01018,MACPLASQ,X
BSE,INE844A01013,PEARLPOLY,B
BSE,INE398A01010,VENKEYS,B
BSE,INE199C01026,ADVANIHOTR,B
BSE,INE395B01048,GVFILM,Z
BSE,INE712B01010,SUPERHOUSE,B
BSE,INE763B01013,RAMAVISION,X
BSE,INE822C01015,TCPLPACK,B
BSE,INE241V01018,SHRIGANG,X
BSE,INE164A01016,BALMLAWRIE,B
BSE,INE177F01017,KOVAI,B
BSE,INE668G01021,ELDEHSG,B
BSE,INE499A01024,DCMSHRIRAM,A
BSE,INE843D01027,DCMSRIND,B
BSE,INE636A01039,MAWANASUG,B
BSE,INE281E01028,MINID,X
BSE,INE843B01013,MAHAPEXLTD,B
BSE,INE310A01015,NILKAMAL,B
BSE,INE982C01033,TRITON,XT
BSE,INE308A01027,NAHARPOLY,B
BSE,INE470A01017,3MINDIA,A
BSE,INE782A01015,BOSCH-HCIL,B
BSE,INE780C01023,JMFINANCIL,A
BSE,INE833A01016,ADCINDIA,X
BSE,INE141D01018,TNTELE,B
BSE,INE046A01015,RIIL,B
BSE,INE207B01011,SHARP,X
BSE,INE473A01011,LINDEINDIA,A
BSE,INE969D01012,INDBNK,B
BSE,INE250C01027,JAIMATAG,X
BSE,INE026D01011,LOTUSCHO,B
BSE,INE883C01025,PACIFICI,X
BSE,INE889F01017,CMMHOSP,X
BSE,INE951C01012,UNIOFFICE,X
BSE,INE170D01025,APMIN,X
BSE,INE372C01037,PRECWIRE,B
BSE,INE951B01014,KRYPTONQ,X
BSE,INE010C01025,SWISSMLTRY,X
BSE,INE199D01016,MARBU,X
BSE,INE623B01027,FEL,Z
BSE,INE826B01018,INDTONER,X
BSE,INE638D01021,KUNSTOFF,X
BSE,INE109A01011,SCI,A
BSE,INE438E01032,SIKA,B
BSE,INE248A01017,ITI,A
BSE,INE506A01018,DREDGECORP,B
BSE,INE486I01016,PHRMASI,XT
BSE,INE870D01012,NFL,B
BSE,INE558A01019,IPRINGLTD,X
BSE,INE603J01030,PIIND,A
BSE,INE083C01022,PLASTIBLEN,B
BSE,INE823D01011,YASHINNO,X
BSE,INE465K01016,KKPLASTICK,X
BSE,INE054C01015,WATERBASE,X
BSE,INE954B01018,FLEXFO,X
BSE,INE798D01015,GOLKUNDIA,X
BSE,INE116A01032,APCOTEXIND,B
BSE,INE842B01015,FORTISMLR,X
BSE,INE759A01021,MASTEK,A
BSE,INE158B01016,EIMCOELECO,B
BSE,INE318C01014,SAYAJIHOTL,X
BSE,INE365D01021,ASHIANA,B
BSE,INE119B01018,SVAMSOF,X
BSE,INE866A01016,ECOBOAR,XT
BSE,INE477B01010,DVL,B
BSE,INE502D01011,TIHIL,X
BSE,INE215D01010,MAHEPC,B
BSE,INE844D01017,MITSHI,X
BSE,INE885E01042,MAZDA,B
BSE,INE048C01025,VHLTD,T
BSE,INE959D01013,SOVERDIA,XT
BSE,INE071D01033,MENONBE,B
BSE,INE862C01029,MUKATPIP,X
BSE,INE059B01024,SIMPLEXINF,B
BSE,INE965C01038,INNOVTEC,X
BSE,INE460D01038,SUPTANERY,X
BSE,INE537B01011,CONSTRONIC,X
BSE,INE767C01012,AXTEL,X
BSE,INE926B01016,GRANDOAK,B
BSE,INE191C01023,EASTINDIA,XT
BSE,INE317D01014,VRWODAR,XT
BSE,INE316O01021,APIL,X
BSE,INE511C01022,POONAWALLA,A
BSE,INE806J01013,HINFLUR,B
BSE,INE473D01015,KINGFA,B
BSE,INE637N01014,PATIDAR,X
BSE,INE809A01032,RAMAPHO,B
BSE,INE204D01022,VENLONENT,XT
BSE,INE633B01018,POLYPLEX,B
BSE,INE155C01010,ALBERTDAVD,B
BSE,INE681F01018,HARLETH,X
BSE,INE482D01024,CARYSIL,B
BSE,INE900B01029,KABRAEXTRU,B
BSE,INE250B01029,VINYLINDIA,B
BSE,INE417E01010,PCCOSMA,X
BSE,INE034F01010,TCMLMTD,XT
BSE,INE485C01029,IOLCP,B
BSE,INE133C01033,KESARPE,X
BSE,INE410B01037,VINATIORGA,A
BSE,INE058I01013,LACTOSE,X
BSE,INE757D01011,TEEAI,X
BSE,INE769A01020,AARTIIND,A
BSE,INE702E01015,PNTKYOR,X
BSE,INE107F01022,WANBURY,B
BSE,INE486D01017,RESONANCE,X
BSE,INE036B01030,GAEL,A
BSE,INE027A01015,RCF,A
BSE,INE659F01014,GUJINJEC,XT
BSE,INE082A01010,KOPRAN,B
BSE,INE008B01013,AIMCOPEST,X
BSE,INE499G01013,GUJTERC,X
BSE,INE323K01017,KABRADG,XT
BSE,INE573R01012,SEYAIND,T
BSE,INE785A01026,JAYAGROGN,B
BSE,INE412G01024,BCLIND,B
BSE,INE065E01017,SHHARICH,XT
BSE,INE803D01021,INDOBORAX,B
BSE,INE767A01016,AARTIDRUGS,B
BSE,INE338D01028,BODALCHEM,B
BSE,INE191A01027,ORCHPHARMA,A
BSE,INE579C01029,VIMTALABS,B
BSE,INE829A01014,BIOFILCHEM,B
BSE,INE806D01016,ISHITADR,X
BSE,INE750C01026,MARKSANS,A
BSE,INE113E01015,UNIVSTAR,X
BSE,INE198H01019,AAREYDRUGS,B
BSE,INE744C01029,NORRIS,X
BSE,INE810M01019,ASINPET,X
BSE,INE198C01010,CAMEXLTD,X
BSE,INE313M01030,EVEXIA,X
BSE,INE319N01019,INDOEURO,X
BSE,INE312C01025,SYNCOMF,B
BSE,INE249D01019,RIDDHI,X
BSE,INE038B01010,SVCIND,X
BSE,INE571A01038,IPCALAB,A
BSE,INE729D01010,KILITCH,B
BSE,INE548H01015,RAAJMEDI,P
BSE,INE683E01017,CORALAB,X
BSE,INE711D01018,BACPHAR,X
BSE,INE268B01013,KREBSBIO,B
BSE,INE879K01018,KMCSHIL,B
BSE,INE919B01011,LAFFANSQ,X
BSE,INE972C01018,BHASKAGR,X
BSE,INE450E01029,SUKHJITS,B
BSE,INE465H01012,SHARMEH,X
BSE,INE794A01010,NEULANDLAB,A
BSE,INE052E01015,GAYATRIBI,XT
BSE,INE371C01013,PODDARMENT,B
BSE,INE117D01018,PHARMAID,X
BSE,INE737C01023,VIVIDIND,X
BSE,INE686C01014,PRIYALT,X
BSE,INE314D01011,TIRUSTA,X
BSE,INE422G01015,HEMORGANIC,XT
BSE,INE263B01022,JAYSYNTH,X
